ID: 2020-03-06 17:09:24.925475	Date: 2020-03-06 17:09:24	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	3.0000	0.1000	1.0000	24796.3409
1	3.0000	0.1000	0.9918	29920.5320
2	3.0000	0.1400	0.9891	38112.8170
3	3.0000	0.1400	1.0000	47789.8350
4	3.0000	0.1400	1.0000	59357.4901
5	3.0000	0.1400	0.9607	68509.2430
6	3.0000	0.1400	0.9499	78200.9125
7	3.0000	0.1400	0.9456	88729.0814
8	3.0000	0.2200	0.9701	102158.7422
9	3.0000	0.2200	0.9464	116018.8498
10	3.0000	0.2800	0.9664	129206.9576
11	3.0000	0.3400	0.9354	141364.3231
12	3.0000	0.4200	0.9182	160579.3161
13	3.0000	0.4200	0.9403	174870.6203
14	3.0000	0.4400	0.9196	187042.6157
15	3.0000	0.5200	0.9149	204692.0674
16	3.0000	0.5400	0.9141	222395.6721
17	3.0000	0.5600	0.9080	237529.9852
18	3.0000	0.5600	0.9202	251921.2420
19	3.0000	0.5800	0.8930	269432.1368
20	3.0000	0.6600	0.8832	288608.0627
21	3.0000	0.7400	0.9200	303793.9143
22	3.0000	0.7800	0.8784	318921.5472
23	3.0000	0.8400	0.8887	338075.0227
24	3.0000	0.9000	0.9139	356599.5009
25	3.0000	1.0400	0.8723	376638.0920
26	3.0000	1.0600	0.8518	398704.7057
27	3.0000	1.1200	0.8501	418784.2524
28	3.0000	1.2000	0.8531	442222.6460
29	3.0000	1.2200	0.8550	465957.6950
30	3.0000	1.3200	0.8418	489992.6617
31	4.0000	1.4200	0.8486	513936.5788
32	4.0000	1.5000	0.8142	538356.0486
33	4.0000	1.5600	0.8156	561177.8135
34	4.0000	1.6200	0.8077	581686.3284
35	4.0000	1.6400	0.7991	603271.3392
36	5.0000	1.8000	0.7679	624875.1385
37	5.0000	1.9000	0.7702	647391.6831
38	5.0000	2.0000	0.7710	668977.2801
39	5.0000	2.0400	0.7520	694000.7620
40	5.0000	2.1400	0.7255	717246.5403
41	5.0000	2.2400	0.7189	741066.3509
42	5.0000	2.2600	0.7045	763496.9428
43	5.0000	2.2800	0.7137	787976.5472
44	5.0000	2.3000	0.7063	810477.1919
45	5.0000	2.4200	0.6903	834643.1582
46	5.0000	2.4800	0.6967	856226.4547
47	5.0000	2.5000	0.7022	877971.7257
48	5.0000	2.5000	0.6996	901338.8777
49	5.0000	2.5800	0.7032	925129.9689
50	5.0000	2.6000	0.7024	949502.9268
51	5.0000	2.6200	0.7020	973715.5404
52	5.0000	2.6400	0.7049	994309.6254
53	5.0000	2.6400	0.7047	1016610.4901
54	5.0000	2.6400	0.7039	1040952.0817
55	5.0000	2.7400	0.6993	1065273.0854
56	5.0000	2.7400	0.6937	1088242.7170
57	5.0000	2.7600	0.6747	1112957.2568
58	5.0000	2.7800	0.6739	1138966.4607
59	5.0000	2.8000	0.6764	1162332.0289
Pos: [1252.9663976885952, 719.6978163402068, -43.62310526691894, 0.8565149864749492]

Run: 1
Iter	Gbest	AvrFit	Diver	ETime	
0	1.0000	0.0400	1.0000	32686.7723
1	1.0000	0.0600	1.0000	48557.2681
2	2.0000	0.1000	1.0000	63080.6718
3	2.0000	0.2400	0.9659	80127.2147
4	2.0000	0.2400	0.9868	96342.2182
5	2.0000	0.2800	0.9540	111957.5679
6	2.0000	0.3000	0.9480	122568.4206
7	2.0000	0.3000	0.9436	131109.0212
8	2.0000	0.3600	0.9861	143755.7240
9	2.0000	0.3600	0.9686	157501.8575
10	2.0000	0.4200	0.9712	173686.1558
11	2.0000	0.5000	0.9771	187428.7910
