ID: 2020-03-06 17:10:07.430188	Date: 2020-03-06 17:10:07	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	5.6763
1	0.0000	0.0000	0.9923	11.0257
2	0.0000	0.0000	1.0000	16.9125
3	0.0000	0.0000	0.9660	22.5418
4	0.0000	0.0000	1.0000	27.7259
5	0.0000	0.0000	0.9866	32.9771
6	0.0000	0.0000	1.0000	38.2056
7	0.0000	0.0000	0.9942	43.4532
8	0.0000	0.0000	0.9542	48.6140
9	0.0000	0.0000	0.9994	53.8254
10	0.0000	0.0000	0.8798	59.0017
11	0.0000	0.0000	0.9336	64.1954
12	0.0000	0.0000	0.9755	69.8705
13	0.0000	0.0000	0.9951	75.7811
14	0.0000	0.0000	0.9614	81.0127
15	0.0000	0.0000	0.9490	86.1719
16	0.0000	0.0000	0.9115	91.8548
17	0.0000	0.0000	0.9022	98.0070
18	0.0000	0.0000	0.8966	103.2524
19	0.0000	0.0000	1.0000	108.4414
20	0.0000	0.0000	0.9510	114.4092
21	0.0000	0.0000	0.9488	119.6337
22	0.0000	0.0000	0.9924	124.8145
23	0.0000	0.0000	0.9088	130.3866
24	0.0000	0.0000	0.9079	136.3440
25	0.0000	0.0000	0.8151	141.8147
26	0.0000	0.0000	0.9008	147.0356
27	0.0000	0.0000	0.9057	153.0514
28	0.0000	0.0000	0.8634	158.1821
29	0.0000	0.0000	0.9479	163.3985
30	0.0000	0.0000	0.9544	168.9572
31	0.0000	0.0000	0.8678	174.9890
32	0.0000	0.0000	0.7556	180.3217
33	0.0000	0.0000	0.7982	185.4420
34	0.0000	0.0000	0.8632	191.8721
35	0.0000	0.0000	0.8172	197.9153
36	0.0000	0.0000	0.8793	204.0162
37	0.0000	0.0000	0.8861	210.0770
38	0.0000	0.0000	0.8977	216.8808
39	0.0000	0.0000	0.7735	222.8482
40	0.0000	0.0000	0.7416	228.3323
41	0.0000	0.0000	0.7274	234.5450
42	0.0000	0.0000	0.6723	240.5920
43	0.0000	0.0000	0.6566	245.7712
44	0.0000	0.0000	0.6832	250.9432
45	0.0000	0.0000	0.6763	256.3894
46	0.0000	0.0000	0.7742	262.3959
47	0.0000	0.0000	0.7002	268.1181
