ID: 2020-03-06 17:09:24.917463	Date: 2020-03-06 17:09:24	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	3.0000	0.2000	1.0000	29268.3520
1	3.0000	0.2800	0.9746	40105.0479
2	3.0000	0.3000	1.0000	50896.7488
3	3.0000	0.3000	1.0000	60802.4638
4	3.0000	0.3000	0.9844	71591.0859
5	3.0000	0.3800	0.9084	81039.3527
6	3.0000	0.4800	0.9193	93237.5529
7	3.0000	0.5200	0.9270	106385.1283
8	3.0000	0.5200	0.9105	120001.3688
9	3.0000	0.6400	0.9180	136048.6217
10	3.0000	0.6800	0.8936	153463.8050
11	3.0000	0.7400	0.9132	167574.7004
12	4.0000	0.9400	0.9061	184647.5844
13	4.0000	1.0200	0.8904	205219.2640
14	4.0000	1.1800	0.8889	226129.6191
15	4.0000	1.2800	0.9142	246571.4960
16	4.0000	1.3800	0.8732	269069.8090
17	4.0000	1.5400	0.8509	291301.3330
18	4.0000	1.6000	0.8487	309818.0580
19	5.0000	1.6600	0.8440	331202.2364
20	5.0000	1.7800	0.8350	350816.7300
21	5.0000	1.8800	0.8249	371350.9750
22	5.0000	1.9600	0.8041	394830.9205
23	5.0000	2.1800	0.7991	416775.7416
24	5.0000	2.2200	0.7697	441264.3521
25	5.0000	2.3000	0.7690	466103.4815
26	5.0000	2.5000	0.7261	486874.7461
27	5.0000	2.6000	0.7287	508250.7980
28	5.0000	2.6800	0.7149	529042.7058
29	5.0000	2.8400	0.6773	550167.4638
30	5.0000	2.9000	0.6615	572221.4642
31	5.0000	2.9800	0.6560	592132.9978
32	5.0000	3.0800	0.6190	614065.9611
33	5.0000	3.1800	0.6285	635603.0948
34	5.0000	3.2000	0.6183	659508.7230
35	5.0000	3.2600	0.6084	681118.7289
36	5.0000	3.3400	0.6104	703332.7267
37	5.0000	3.4400	0.5949	725024.5180
38	5.0000	3.4800	0.5785	747954.2859
39	5.0000	3.5400	0.5693	770417.0625
40	5.0000	3.5800	0.5710	795849.2551
41	5.0000	3.6000	0.5744	818715.1682
42	5.0000	3.6600	0.5408	841707.7365
43	5.0000	3.7400	0.5243	864070.0424
44	6.0000	3.8000	0.5230	888120.2018
45	6.0000	3.9000	0.5126	911466.9468
46	6.0000	3.9200	0.4910	935546.2539
47	6.0000	4.0400	0.4858	958219.1432
48	6.0000	4.0600	0.4889	982255.6109
49	6.0000	4.0800	0.4879	1004642.9927
50	6.0000	4.1800	0.5066	1029594.1498
51	6.0000	4.2400	0.5078	1051569.0558
52	6.0000	4.3200	0.5088	1075114.2609
53	6.0000	4.4200	0.5023	1097638.1395
54	6.0000	4.4800	0.4882	1123230.5086
55	6.0000	4.4800	0.4864	1147163.7032
56	6.0000	4.5000	0.4830	1171086.6039
57	6.0000	4.5600	0.4773	1195557.8878
58	6.0000	4.6800	0.4692	1217696.9740
59	6.0000	4.7000	0.4695	1241156.8742
Pos: [1650.598602909484, 1600.0803350838528, 19.127760628695977, 0.6063255656943777]

Run: 1
Iter	Gbest	AvrFit	Diver	ETime	
0	1.0000	0.0600	1.0000	28057.3254
1	2.0000	0.1400	1.0000	37160.5985
2	2.0000	0.1600	0.9802	45184.4566
3	2.0000	0.2000	0.9251	54642.7498
4	2.0000	0.2200	0.9811	67608.9497
5	2.0000	0.2200	0.9673	78079.4718
6	2.0000	0.2400	0.9337	89863.8365
7	2.0000	0.2400	0.9628	101256.9573
8	2.0000	0.2800	0.9681	114110.3356
9	2.0000	0.3000	0.9679	123989.3963
10	3.0000	0.3400	0.9545	135895.6196
11	3.0000	0.3400	0.9653	148797.8656
12	3.0000	0.4000	0.9882	164792.3095
13	3.0000	0.4200	0.9684	177346.1001
14	3.0000	0.5400	0.9707	190007.2174
15	3.0000	0.5600	0.9772	200427.7165
16	3.0000	0.6200	0.9865	213006.8316
17	3.0000	0.6400	0.9457	227103.6892
18	3.0000	0.6600	0.9298	242178.8518
19	3.0000	0.6600	0.9272	256696.3229
20	3.0000	0.6600	0.9194	269084.5737
21	3.0000	0.7000	0.9532	286065.1734
22	3.0000	0.8000	0.9827	301474.5095
23	3.0000	0.8400	0.9756	315134.9623
24	3.0000	0.8800	0.9870	331044.9283
25	3.0000	0.9800	0.9948	349645.0627
26	3.0000	1.0000	1.0000	367550.0286
27	3.0000	1.0000	0.9935	385601.9750
28	3.0000	1.0000	0.9652	405093.3051
29	3.0000	1.0400	0.9400	422426.0395
30	3.0000	1.0800	0.9799	440343.7126
31	3.0000	1.1000	0.9924	459636.8244
32	3.0000	1.1200	0.9800	477426.3303
33	3.0000	1.1600	0.9593	496855.7913
