;;;;;;;;;;;;;;;;;;;;;;;;
 No.;Test Name;Type of Test;SCMFI;ILLUM.;Width;Height;No. Ips;FOI;ILLUM.;Width;Height;;L TOP X;L TOP Y;R TOP X;R TOP Y;L Bottom X;L Bottom Y;R Bottom X;R Bottom Y;Image Width;Image Height;Image Width;Image Height
1;ILLUMINATION I;Frontal;SCMFI-009-01-01.JPG;CIL;2592;1944;;SFI-CP1-270-330.JPG;CIL;320;400;CP;78;846;398;846;78;1246;398;1246;320;400;320;400
2;ILLUMINATION I;Frontal;SCMFI-009-01-01.JPG;CIL;2592;1944;;SFI-CV1-210-270.JPG;CIL;186;230;CV;1470;920;1656;920;1470;1150;1656;1150;186;230;186;230
3;ILLUMINATION I;Frontal;SCMFI-009-01-01.JPG;CIL;2592;1944;;SFI-DK1-264-324.JPG;CIL;290;390;DK;1098;746;1388;746;1098;1136;1388;1136;290;390;290;390
4;ILLUMINATION I;Frontal;SCMFI-009-01-01.JPG;CIL;2592;1944;;SFI-KV1-200-290.JPG;CIL;150;240;KV;580;620;730;620;580;860;730;860;150;240;150;240
5;ILLUMINATION I;Frontal;SCMFI-009-01-01.JPG;CIL;2592;1944;;SFI-MO1-274-342.JPG;CIL;340;390;MO;2090;862;2430;862;2090;1252;2430;1252;340;390;340;390
6;ILLUMINATION I;Frontal;SCMFI-009-01-01.JPG;CIL;2592;1944;;SFI-MS1-268-352.JPG;CIL;240;330;MS;2240;388;2480;388;2240;718;2480;718;240;330;240;330
7;ILLUMINATION I;Frontal;SCMFI-009-01-01.JPG;CIL;2592;1944;;SFI-MZ1-218-300.JPG;CIL;210;270;MZ;1672;520;1882;520;1672;790;1882;790;210;270;210;270
8;ILLUMINATION I;Frontal;SCMFI-009-01-01.JPG;CIL;2592;1944;;SFI-WS1-178-224.JPG;CIL;190;240;WS;1388;472;1578;472;1388;712;1578;712;190;240;190;240
9;ILLUMINATION I;Frontal;SCMFI-041-01-01.JPG;CIL;2592;1944;;SFI-CC1-200-230.JPG;CIL;200;210;CC;1890;422;2090;422;1890;632;2090;632;200;210;200;210
10;ILLUMINATION I;Frontal;SCMFI-041-01-01.JPG;CIL;2592;1944;;SFI-FP1-180-220.JPG;CIL;150;180;FP;1510;532;1660;532;1510;712;1660;712;150;180;150;180
11;ILLUMINATION I;Frontal;SCMFI-041-01-01.JPG;CIL;2592;1944;;SFI-AC1-154-220.JPG;CIL;180;210;AC;390;488;570;488;390;698;570;698;180;210;180;210
12;ILLUMINATION I;Frontal;SCMFI-041-01-01.JPG;CIL;2592;1944;;SFI-ES1-170-200.JPG;CIL;190;190;ES;1104;510;1294;510;1104;700;1294;700;190;190;190;190
13;ILLUMINATION I;Frontal;SCMFI-041-01-01.JPG;CIL;2592;1944;;SFI-AK1-190-250.JPG;CIL;140;180;AK;804;526;944;526;804;706;944;706;140;180;140;180
14;ILLUMINATION I;Frontal;SCMFI-077-01-01.JPG;CIL;2592;1944;;SFI-AL1-180-220.JPG;CIL;160;190;AL;1566;310;1726;310;1566;500;1726;500;160;190;160;190
15;ILLUMINATION I;Frontal;SCMFI-077-01-01.JPG;CIL;2592;1944;;SFI-GB1-164-208.JPG;CIL;160;200;GB;1130;390;1290;390;1130;590;1290;590;160;200;160;200
16;ILLUMINATION I;Frontal;SCMFI-077-01-01.JPG;CIL;2592;1944;;SFI-GK1-168-216.JPG;CIL;190;240;GK;830;300;1020;300;830;540;1020;540;190;240;190;240
17;ILLUMINATION I;Frontal;SCMFI-077-01-01.JPG;CIL;2592;1944;;SFI-JN1-212-264.JPG;CIL;180;230;JN;1354;390;1534;390;1354;620;1534;620;180;230;180;230
18;ILLUMINATION I;Frontal;SCMFI-077-01-01.JPG;CIL;2592;1944;;SFI-JP1-188-252.JPG;CIL;180;210;JP;140;470;320;470;140;680;320;680;180;210;180;210
19;ILLUMINATION I;Frontal;SCMFI-077-01-01.JPG;CIL;2592;1944;;SFI-NK1-178-218.JPG;CIL;190;190;NK;430;376;620;376;432;566;622;566;190;190;190;190
20;ILLUMINATION I;Frontal;SCMFI-077-01-01.JPG;CIL;2592;1944;;SFI-PR1-224-288.JPG;CIL;240;270;PR;2100;268;2340;268;2100;538;2340;538;240;270;240;270
;;;;;;;;;;;;;;;;;;;;;;;;
