ID: 2020-03-06 17:09:24.939624	Date: 2020-03-06 17:09:24	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	1.0000	0.0200	1.0000	24558.2473
1	1.0000	0.0200	1.0000	33439.3337
2	1.0000	0.0200	1.0000	42119.5030
3	1.0000	0.0400	0.9869	50869.7522
4	1.0000	0.0800	0.9585	58131.7930
5	2.0000	0.1200	1.0000	65946.0554
6	2.0000	0.1200	0.9671	74664.5658
7	2.0000	0.1400	0.9836	85201.5045
8	2.0000	0.1800	0.9647	97759.8567
9	2.0000	0.2200	0.9554	114854.5077
10	2.0000	0.2600	0.9504	130852.8650
11	2.0000	0.2600	0.9305	146795.5532
12	2.0000	0.2600	0.9615	163679.6074
13	2.0000	0.3000	0.9263	181691.0865
14	2.0000	0.3800	0.9286	201102.3386
15	2.0000	0.3800	0.9350	222090.4486
16	2.0000	0.4200	0.9313	241529.8517
17	2.0000	0.4200	0.9130	260932.1957
18	3.0000	0.5000	0.9074	282340.3473
19	3.0000	0.5200	0.9095	301915.8294
20	3.0000	0.5400	0.8862	321973.1579
21	3.0000	0.5600	0.8923	342480.5737
22	3.0000	0.5800	0.8859	362681.0229
23	3.0000	0.6000	0.8537	384285.0699
24	3.0000	0.6200	0.8433	403326.3283
25	3.0000	0.7000	0.8371	426834.6453
26	3.0000	0.7400	0.8508	449456.2201
27	3.0000	0.7800	0.8120	470761.6091
28	3.0000	0.8600	0.8153	491497.8018
29	3.0000	0.9800	0.7917	513342.6309
30	3.0000	1.0400	0.7850	536278.4119
31	3.0000	1.0800	0.7822	558590.0514
32	3.0000	1.2200	0.7806	581607.5020
33	3.0000	1.2800	0.7395	605640.8577
34	3.0000	1.3200	0.7556	629172.2424
35	5.0000	1.5000	0.7472	653190.1617
36	5.0000	1.5800	0.7449	678213.0835
37	5.0000	1.6600	0.7456	698689.8394
38	5.0000	1.7600	0.7281	721946.0104
39	5.0000	1.9000	0.7074	746168.3357
40	5.0000	1.9600	0.7094	769793.3273
41	5.0000	2.0200	0.6768	793476.9523
42	5.0000	2.1400	0.6648	817587.4770
43	5.0000	2.2000	0.6525	840827.7099
44	5.0000	2.2400	0.6639	866058.5468
45	5.0000	2.3400	0.6582	890417.2616
46	5.0000	2.3400	0.6559	915325.1500
47	5.0000	2.4000	0.6372	940710.1941
48	5.0000	2.4800	0.6289	963385.7183
49	5.0000	2.4800	0.6179	987071.2318
50	5.0000	2.6000	0.6062	1011396.2348
51	5.0000	2.6400	0.5965	1036828.8853
52	5.0000	2.7000	0.5967	1061138.6845
53	5.0000	2.7000	0.5825	1085478.1899
54	5.0000	2.7400	0.5888	1110857.5680
55	5.0000	2.7800	0.5952	1136360.7788
56	5.0000	2.8200	0.5860	1162299.6955
57	5.0000	2.8200	0.5692	1187513.4273
58	5.0000	2.8400	0.5698	1211249.8033
