ID: 2020-03-06 17:09:50.724524	Date: 2020-03-06 17:09:50	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	4.8079
1	0.0000	0.0000	1.0000	9.2483
2	0.0000	0.0000	0.9440	13.7696
3	0.0000	0.0000	0.9938	18.1961
4	0.0000	0.0000	1.0000	22.6157
5	0.0000	0.0000	0.8698	27.1776
6	0.0000	0.0000	0.7834	31.6553
7	0.0000	0.0000	0.8082	36.1669
8	0.0000	0.0000	0.7838	40.5884
9	0.0000	0.0000	0.7886	45.0175
10	0.0000	0.0000	0.7322	49.5584
11	0.0000	0.0000	0.7709	53.9980
12	0.0000	0.0000	0.8745	58.4564
13	0.0000	0.0000	0.8487	62.9513
14	0.0000	0.0000	0.8904	67.3859
15	0.0000	0.0000	0.9321	71.9569
16	0.0000	0.0000	0.8295	76.4401
17	0.0000	0.0000	0.9039	80.8823
18	0.0000	0.0000	0.9080	85.4194
19	0.0000	0.0000	0.9489	89.8364
20	0.0000	0.0000	0.8490	96.1804
21	0.0000	0.0000	0.8191	100.7707
22	0.0000	0.0000	0.8332	105.2279
23	0.0000	0.0000	0.8999	109.7350
24	0.0000	0.0000	0.9834	114.6226
25	0.0000	0.0000	1.0000	119.6103
26	0.0000	0.0000	0.9781	124.9964
27	0.0000	0.0000	0.9700	129.4508
28	0.0000	0.0000	0.9566	133.9383
29	0.0000	0.0000	0.8990	138.3626
30	0.0000	0.0000	0.7613	142.7786
31	0.0000	0.0000	0.6433	148.7503
32	0.0000	0.0000	0.7077	153.5153
33	0.0000	0.0000	0.7370	158.0603
34	0.0000	0.0000	0.6936	162.4846
35	0.0000	0.0000	0.6995	167.4774
36	0.0000	0.0000	0.7320	172.6995
37	0.0000	0.0000	0.7269	177.5100
38	0.0000	0.0000	0.7922	181.9708
39	0.0000	0.0000	0.9411	186.3875
40	0.0000	0.0000	0.9151	190.7957
41	0.0000	0.0000	0.8545	196.5332
42	0.0000	0.0000	0.7232	200.9573
43	0.0000	0.0000	0.8515	205.4791
44	0.0000	0.0000	0.8346	210.1824
45	0.0000	0.0000	0.8951	215.5123
46	0.0000	0.0000	0.9098	220.3612
47	0.0000	0.0000	0.8504	224.7682
48	0.0000	0.0000	0.8408	229.3067
49	0.0000	0.0000	0.8650	233.6981
50	0.0000	0.0000	0.8653	238.0972
51	0.0000	0.0000	0.8567	242.7001
52	0.0000	0.0000	0.8717	247.1201
53	0.0000	0.0000	0.8755	251.6425
54	0.0000	0.0000	0.9028	256.0496
55	0.0000	0.0000	0.9213	260.4699
56	0.0000	0.0000	0.8117	268.0452
57	0.0000	0.0000	0.8416	272.4786
58	0.0000	0.0000	0.9835	276.9687
59	0.0000	0.0000	0.7805	281.7764
Pos: [189, 2, 60, 0.5135610033025503]

Run: 1
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	5.8384
1	0.0000	0.0000	1.0000	10.8871
2	0.0000	0.0000	1.0000	15.3675
3	0.0000	0.0000	0.8844	19.7952
4	0.0000	0.0000	0.8278	24.3762
5	0.0000	0.0000	0.8876	29.4259
6	0.0000	0.0000	0.8971	34.8420
7	0.0000	0.0000	0.7980	39.4020
8	0.0000	0.0000	0.8161	43.7887
9	0.0000	0.0000	0.8704	48.3127
10	0.0000	0.0000	0.8484	53.2513
11	0.0000	0.0000	0.8775	57.8170
12	0.0000	0.0000	0.8594	62.2346
13	0.0000	0.0000	0.8447	67.0104
14	0.0000	0.0000	0.8226	72.2561
15	0.0000	0.0000	0.8710	77.1790
16	0.0000	0.0000	0.9826	81.7871
17	0.0000	0.0000	0.9299	86.2200
18	0.0000	0.0000	0.8888	91.1911
19	0.0000	0.0000	0.9551	95.6650
20	0.0000	0.0000	0.8793	100.0998
21	0.0000	0.0000	0.8095	106.0929
22	0.0000	0.0000	0.7788	111.4266
23	0.0000	0.0000	0.7955	116.7092
24	0.0000	0.0000	0.8460	121.2246
25	0.0000	0.0000	0.9019	126.5042
26	0.0000	0.0000	0.8634	131.9470
27	0.0000	0.0000	0.8732	136.4083
28	0.0000	0.0000	0.8278	140.9345
29	0.0000	0.0000	0.7351	145.3605
30	0.0000	0.0000	0.7536	149.7762
31	0.0000	0.0000	0.6503	154.3543
32	0.0000	0.0000	0.6141	158.7796
33	0.0000	0.0000	0.6938	163.1937
34	0.0000	0.0000	0.6436	168.5448
35	0.0000	0.0000	0.6832	172.9796
36	0.0000	0.0000	0.6656	177.5568
37	0.0000	0.0000	0.6281	182.0054
38	0.0000	0.0000	0.5692	189.0931
39	0.0000	0.0000	0.6177	194.2434
40	0.0000	0.0000	0.6483	198.6783
41	0.0000	0.0000	0.6532	203.6266
42	0.0000	0.0000	0.6503	209.1925
43	0.0000	0.0000	0.7392	214.5367
44	0.0000	0.0000	0.8285	218.9579
45	0.0000	0.0000	0.8475	223.3593
46	0.0000	0.0000	0.7956	229.3179
47	0.0000	0.0000	0.8318	234.3223
48	0.0000	0.0000	0.7559	238.8256
49	0.0000	0.0000	0.7885	243.2418
50	0.0000	0.0000	0.8103	248.0328
51	0.0000	0.0000	0.8694	253.0732
52	0.0000	0.0000	0.7366	257.7648
53	0.0000	0.0000	0.7849	262.2805
54	0.0000	0.0000	0.7218	266.7277
55	0.0000	0.0000	0.7141	271.6126
56	0.0000	0.0000	0.6461	276.1860
57	0.0000	0.0000	0.6049	280.5851
58	0.0000	0.0000	0.5918	285.5325
59	0.0000	0.0000	0.6601	290.6668
Pos: [189, 2, -15.941729180091635, 1.0574110500053537]

Run: 2
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	5.7085
1	0.0000	0.0000	1.0000	11.1098
2	0.0000	0.0000	0.9631	15.5008
3	0.0000	0.0000	0.9433	20.3187
4	0.0000	0.0000	0.9100	26.2134
5	0.0000	0.0000	0.8867	31.4417
6	0.0000	0.0000	0.9580	36.9451
7	0.0000	0.0000	0.9214	41.9822
8	0.0000	0.0000	0.9162	47.2705
9	0.0000	0.0000	0.8652	52.6044
10	0.0000	0.0000	0.9753	57.8368
11	0.0000	0.0000	1.0000	62.7222
12	0.0000	0.0000	0.9194	67.7955
13	0.0000	0.0000	1.0000	73.2956
14	0.0000	0.0000	1.0000	78.3446
15	0.0000	0.0000	0.8325	83.7252
16	0.0000	0.0000	0.8890	88.6633
17	0.0000	0.0000	0.9412	94.1896
18	0.0000	0.0000	0.9134	99.0379
19	0.0000	0.0000	0.7798	103.5213
20	0.0000	0.0000	0.7151	107.9621
21	0.0000	0.0000	0.6884	113.3516
22	0.0000	0.0000	0.7277	118.6790
23	0.0000	0.0000	0.7587	123.1148
24	0.0000	0.0000	0.6190	127.6364
25	0.0000	0.0000	0.6172	132.9167
26	0.0000	0.0000	0.5964	138.0980
27	0.0000	0.0000	0.5979	142.6508
28	0.0000	0.0000	0.6499	147.0640
29	0.0000	0.0000	0.7159	153.4534
30	0.0000	0.0000	0.6325	157.9041
31	0.0000	0.0000	0.6765	162.3507
32	0.0000	0.0000	0.7322	167.4676
33	0.0000	0.0000	0.8099	172.7996
34	0.0000	0.0000	0.7301	178.7248
35	0.0000	0.0000	0.7552	183.3057
36	0.0000	0.0000	0.7685	188.2834
37	0.0000	0.0000	0.7534	192.6963
38	0.0000	0.0000	0.7780	197.5832
39	0.0000	0.0000	0.8274	203.3925
40	0.0000	0.0000	0.9764	208.9758
41	0.0000	0.0000	0.9564	213.6264
42	0.0000	0.0000	0.8998	218.0808
43	0.0000	0.0000	0.9591	222.5420
44	0.0000	0.0000	0.9385	227.9518
45	0.0000	0.0000	0.9216	232.3940
46	0.0000	0.0000	0.9576	236.8734
47	0.0000	0.0000	0.9520	241.2903
48	0.0000	0.0000	0.9891	246.0470
49	0.0000	0.0000	0.9914	251.7726
50	0.0000	0.0000	0.9154	257.0729
51	0.0000	0.0000	1.0000	261.6441
52	0.0000	0.0000	0.9925	266.0766
53	0.0000	0.0000	0.9859	270.9072
54	0.0000	0.0000	0.8419	276.6578
55	0.0000	0.0000	0.9231	281.3296
56	0.0000	0.0000	0.9831	285.9151
57	0.0000	0.0000	0.9665	290.8316
58	0.0000	0.0000	0.9553	296.7141
59	0.0000	0.0000	1.0000	301.6663
Pos: [189, 2, -60, 0.5]

Run: 3
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	4.8032
1	0.0000	0.0000	0.9187	9.3515
2	0.0000	0.0000	0.8953	13.7448
3	0.0000	0.0000	0.9385	18.1687
4	0.0000	0.0000	0.9116	22.6634
5	0.0000	0.0000	0.9696	27.0529
6	0.0000	0.0000	0.9435	31.6112
7	0.0000	0.0000	0.7778	37.5786
8	0.0000	0.0000	0.6985	42.0001
9	0.0000	0.0000	0.7012	46.5350
10	0.0000	0.0000	0.7437	52.0315
11	0.0000	0.0000	0.7088	57.2391
12	0.0000	0.0000	0.6172	62.6676
13	0.0000	0.0000	0.6330	67.2326
14	0.0000	0.0000	0.5901	72.3455
15	0.0000	0.0000	0.4830	78.1801
16	0.0000	0.0000	0.4748	82.9351
17	0.0000	0.0000	0.4976	87.3587
18	0.0000	0.0000	0.5448	91.8682
19	0.0000	0.0000	0.5954	96.8101
20	0.0000	0.0000	0.5853	101.8486
21	0.0000	0.0000	0.6464	106.4854
22	0.0000	0.0000	0.7603	110.8847
23	0.0000	0.0000	0.8208	115.3812
24	0.0000	0.0000	0.7588	119.7522
25	0.0000	0.0000	0.7983	124.1345
26	0.0000	0.0000	0.9342	128.6514
27	0.0000	0.0000	0.8737	133.0414
28	0.0000	0.0000	0.8526	137.4431
29	0.0000	0.0000	0.8268	141.9253
30	0.0000	0.0000	0.8522	146.3056
31	0.0000	0.0000	0.7986	150.8543
32	0.0000	0.0000	0.8731	155.2696
33	0.0000	0.0000	0.8165	159.6861
34	0.0000	0.0000	0.7891	164.2163
35	0.0000	0.0000	0.8718	168.6192
36	0.0000	0.0000	0.8865	173.0807
37	0.0000	0.0000	0.8448	177.5770
38	0.0000	0.0000	0.8784	181.9644
39	0.0000	0.0000	0.8886	186.3375
40	0.0000	0.0000	0.9437	190.8576
41	0.0000	0.0000	0.9371	195.3015
42	0.0000	0.0000	0.9108	199.7991
43	0.0000	0.0000	1.0000	204.1969
44	0.0000	0.0000	1.0000	208.5836
45	0.0000	0.0000	0.9869	213.1064
46	0.0000	0.0000	0.9694	219.7831
47	0.0000	0.0000	1.0000	226.0213
48	0.0000	0.0000	0.9531	230.4249
49	0.0000	0.0000	0.9843	234.9162
50	0.0000	0.0000	0.7993	239.3224
51	0.0000	0.0000	0.8537	245.5518
52	0.0000	0.0000	0.9030	251.7240
53	0.0000	0.0000	0.9774	256.9022
54	0.0000	0.0000	0.9434	261.3955
55	0.0000	0.0000	1.0000	265.8255
56	0.0000	0.0000	0.9887	271.2133
57	0.0000	0.0000	0.9908	275.6021
58	0.0000	0.0000	0.9654	280.0007
59	0.0000	0.0000	0.9587	284.7064
Pos: [189, 2, -41.50204046060925, 0.5]

Run: 4
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	4.7903
1	0.0000	0.0000	0.9850	9.7463
2	0.0000	0.0000	0.9234	14.1482
3	0.0000	0.0000	1.0000	18.5325
4	0.0000	0.0000	0.9906	23.3257
