ID: 2020-03-06 17:09:24.956524	Date: 2020-03-06 17:09:24	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	1.0000	0.0200	1.0000	27118.6388
1	1.0000	0.0400	1.0000	36554.7602
2	1.0000	0.0400	1.0000	50177.1410
3	1.0000	0.0400	1.0000	63986.2270
4	1.0000	0.0600	1.0000	75381.1390
5	1.0000	0.0600	0.9617	89374.2812
6	1.0000	0.0600	0.9722	101901.4328
7	1.0000	0.0800	0.9513	114879.7820
8	2.0000	0.1200	0.9415	127289.3424
9	2.0000	0.1200	0.9632	137697.1471
10	2.0000	0.1600	0.9418	152147.5406
11	2.0000	0.1800	0.9386	163507.8120
12	2.0000	0.2000	0.9360	176266.4931
13	2.0000	0.2200	0.9417	190098.1114
14	2.0000	0.2400	0.9369	205889.6430
15	2.0000	0.2800	0.9180	222228.2279
16	2.0000	0.3200	0.9163	235541.3499
17	2.0000	0.3600	0.9110	248332.7618
18	2.0000	0.4000	0.8922	262088.4509
19	2.0000	0.4800	0.8557	276901.0167
20	2.0000	0.5400	0.8697	293274.1220
21	2.0000	0.5400	0.8651	306596.5028
22	2.0000	0.6200	0.8757	323981.2419
23	2.0000	0.6800	0.8276	342463.1922
24	2.0000	0.7400	0.8102	360602.3612
25	2.0000	0.7800	0.8211	376559.6597
26	2.0000	0.8600	0.8132	397486.7778
27	2.0000	0.8800	0.8049	416365.3374
28	2.0000	0.9000	0.7648	438223.1560
29	2.0000	0.9400	0.7507	460338.9299
30	3.0000	1.0800	0.7131	482698.5757
31	3.0000	1.1600	0.6925	505526.2768
32	3.0000	1.2600	0.6580	529508.2610
33	3.0000	1.3600	0.6254	553416.8782
34	3.0000	1.4400	0.6133	573996.9394
35	3.0000	1.5000	0.6127	597079.3178
36	3.0000	1.5600	0.5996	617625.2780
37	3.0000	1.6400	0.6038	639113.1561
38	3.0000	1.6800	0.6014	661037.4775
39	3.0000	1.7000	0.5947	683518.5549
40	3.0000	1.7000	0.5935	704927.6719
41	3.0000	1.7600	0.5773	727611.6161
42	3.0000	1.8000	0.5907	750854.9693
43	3.0000	1.8000	0.5824	772865.0625
44	3.0000	1.8400	0.5981	797534.3599
45	3.0000	1.8800	0.6101	821020.9796
46	3.0000	1.9000	0.5947	841974.9932
47	3.0000	1.9000	0.6009	863978.8041
48	3.0000	1.9200	0.5950	886750.9024
49	3.0000	1.9400	0.5880	909097.8096
50	3.0000	1.9800	0.5958	928788.2876
51	3.0000	2.0200	0.5957	951474.2184
52	3.0000	2.0400	0.5931	975494.6952
53	3.0000	2.0600	0.5953	996882.6861
54	3.0000	2.0800	0.6017	1019193.9459
55	3.0000	2.0800	0.6017	1041444.0491
56	3.0000	2.0800	0.6010	1064177.5637
57	3.0000	2.1000	0.6013	1086090.4977
