ID: 2020-03-06 17:10:31.636293	Date: 2020-03-06 17:10:31	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	4.0000	0.1000	1.0000	20175.5610
1	4.0000	0.1000	0.9850	28978.5459
2	4.0000	0.1000	0.9885	35221.6642
3	4.0000	0.1000	0.9931	43289.3503
4	4.0000	0.1600	0.9796	54212.5375
5	4.0000	0.1600	0.9527	66122.3891
6	4.0000	0.1800	0.9663	78946.2016
7	4.0000	0.2200	0.9411	90812.7742
8	4.0000	0.3000	0.9524	103670.7332
9	4.0000	0.4600	0.9249	119475.5964
10	4.0000	0.4600	0.9424	134156.7707
11	4.0000	0.4800	0.9714	146418.8843
12	4.0000	0.5600	0.9510	161177.9585
13	4.0000	0.5800	0.9332	175505.7955
14	4.0000	0.6400	0.9114	189440.6407
15	5.0000	0.8400	0.8583	205264.4560
16	6.0000	1.0600	0.8328	220605.7384
17	6.0000	1.2400	0.8096	235069.3767
18	6.0000	1.3600	0.8141	251950.3713
19	6.0000	1.5800	0.7519	267733.1700
20	6.0000	1.9200	0.7383	287708.6737
21	6.0000	2.2600	0.7151	308066.9639
22	7.0000	2.3600	0.7167	326348.6857
23	7.0000	2.5600	0.6667	348012.7280
24	7.0000	3.0800	0.6152	370704.8171
25	7.0000	3.4000	0.6136	393852.9367
26	8.0000	3.8400	0.5892	416062.0022
27	8.0000	4.1400	0.5634	438847.3053
28	8.0000	4.4000	0.5618	461505.5587
29	8.0000	4.5200	0.5651	484129.7605
30	8.0000	4.7200	0.5517	508182.6334
31	8.0000	4.8600	0.5597	531790.1044
32	8.0000	4.9800	0.5517	552622.7787
33	8.0000	5.1400	0.5421	575783.4513
34	8.0000	5.2000	0.5441	597891.1815
35	8.0000	5.2600	0.5374	619627.1241
36	8.0000	5.3400	0.5279	641458.3952
37	8.0000	5.4000	0.5274	662677.8612
38	8.0000	5.5400	0.5108	685872.0834
39	8.0000	5.6800	0.4969	709900.7735
40	8.0000	5.7200	0.4974	734424.8383
41	8.0000	5.7800	0.5081	758531.9543
42	8.0000	5.8200	0.5248	782593.3225
43	8.0000	5.8600	0.5107	805763.2236
44	8.0000	5.9800	0.5274	829412.6711
45	8.0000	6.0600	0.5255	854413.2698
46	8.0000	6.1000	0.5268	877663.2957
47	8.0000	6.1400	0.5239	900348.5839
48	8.0000	6.1800	0.5288	922835.3386
49	8.0000	6.2200	0.5207	947477.9732
50	8.0000	6.2400	0.5114	971644.4111
51	8.0000	6.3200	0.5541	996222.3942
52	8.0000	6.3400	0.5578	1019323.2486
53	8.0000	6.3800	0.5320	1044373.4899
54	8.0000	6.4400	0.5313	1069399.6270
55	9.0000	6.4800	0.5286	1093083.1685
