ID: 2020-03-06 17:09:24.917245	Date: 2020-03-06 17:09:24	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	2.0000	0.0800	1.0000	24635.3498
1	3.0000	0.1200	0.9828	35253.2437
2	3.0000	0.1200	0.9367	47626.6794
3	3.0000	0.1600	1.0000	58669.8413
4	3.0000	0.2000	1.0000	68502.7912
5	3.0000	0.2400	0.9914	76230.5951
6	4.0000	0.3600	0.9619	88032.2120
7	4.0000	0.3800	0.9662	102092.4945
8	4.0000	0.4200	0.9750	114707.7024
9	4.0000	0.4400	0.9438	127066.2184
10	4.0000	0.4800	0.9574	141533.8538
11	4.0000	0.5000	0.9771	159886.0457
12	4.0000	0.6400	0.9647	178627.5437
13	4.0000	0.7000	0.9694	197682.1022
14	6.0000	0.8600	0.9654	217703.3999
15	6.0000	0.9600	0.9630	236585.7253
16	6.0000	1.0800	0.9614	255443.4166
17	6.0000	1.1200	0.9576	274796.5751
18	6.0000	1.2400	0.9298	296285.0540
19	6.0000	1.3400	0.9116	319641.7906
20	6.0000	1.3800	0.9124	341022.1381
21	6.0000	1.5400	0.9497	363509.6924
22	6.0000	1.5800	0.9081	386935.8072
23	6.0000	1.6000	0.9143	410409.8599
24	6.0000	1.6400	0.9159	431300.1039
25	6.0000	1.6800	0.9164	455174.2253
26	6.0000	1.8400	0.9165	478478.1897
27	6.0000	1.9200	0.9125	501901.3686
28	6.0000	1.9800	0.9207	523317.6153
29	6.0000	2.0400	0.9402	545749.1460
30	6.0000	2.1000	0.9097	567242.3489
31	6.0000	2.1600	0.9276	588669.3354
32	6.0000	2.2400	0.9109	610566.4811
33	7.0000	2.3200	0.9229	634077.1518
34	7.0000	2.3800	0.9159	654072.3732
35	7.0000	2.4800	0.9163	675980.7940
36	7.0000	2.6200	0.8981	700233.6078
37	7.0000	2.7800	0.8748	724946.9881
38	7.0000	2.8400	0.8717	749500.9134
39	7.0000	3.0600	0.8322	772639.0605
40	7.0000	3.2400	0.8377	795645.0586
41	7.0000	3.3200	0.8266	820693.4881
42	7.0000	3.4600	0.8203	844621.0103
43	7.0000	3.6000	0.8168	865559.3231
44	7.0000	3.6800	0.8038	890435.0643
45	7.0000	3.7000	0.7941	913818.2805
46	7.0000	3.7400	0.7908	937752.1193
47	7.0000	3.7600	0.8031	962905.0295
48	7.0000	3.8200	0.7953	988023.6790
49	7.0000	3.8800	0.8088	1011416.3330
50	7.0000	3.9400	0.7970	1034731.5903
51	7.0000	3.9600	0.7523	1059744.2889
52	7.0000	4.0600	0.7528	1084434.4702
53	7.0000	4.3400	0.7369	1108264.0054
54	7.0000	4.4400	0.7283	1132729.0196
55	7.0000	4.5000	0.7343	1158184.9425
56	7.0000	4.6400	0.7253	1181231.9107
57	7.0000	4.6800	0.7079	1204523.1504
58	7.0000	4.8600	0.6692	1226015.4443
59	7.0000	4.9200	0.6406	1248864.4092
Pos: [2126.495288570991, 892.0185391707503, -47.674836322417335, 0.863692461526966]

Run: 1
Iter	Gbest	AvrFit	Diver	ETime	
0	2.0000	0.0800	1.0000	26292.2883
1	3.0000	0.2200	0.9802	39738.2941
2	3.0000	0.3400	1.0000	52002.1865
3	3.0000	0.4200	0.9956	63683.3007
4	3.0000	0.5200	1.0000	74187.8707
5	3.0000	0.6200	0.9936	89237.3655
6	3.0000	0.7000	0.9641	105720.1302
7	3.0000	0.7600	0.9198	127175.7655
8	3.0000	1.0000	0.9641	146524.1897
9	3.0000	1.0200	0.9463	165922.5619
10	4.0000	1.1600	0.9412	185455.2794
11	4.0000	1.2400	0.9695	205904.1872
12	4.0000	1.2600	0.9774	226199.2311
13	5.0000	1.4800	0.9721	248046.8638
14	5.0000	1.5400	0.9657	268982.6961
15	5.0000	1.6200	0.9621	288431.7033
16	5.0000	1.7000	0.9594	310075.3593
17	5.0000	1.7800	0.9457	332402.4558
18	5.0000	1.9200	0.9265	353970.0303
19	5.0000	1.9800	0.9155	376948.3984
20	5.0000	2.0000	0.9015	400453.8755
21	6.0000	2.2400	0.8918	422888.7479
22	6.0000	2.4000	0.8790	444890.5365
23	6.0000	2.5600	0.9106	467703.4495
24	6.0000	2.6000	0.9267	491383.5924
25	6.0000	2.6600	0.9185	513662.1351
26	6.0000	2.7800	0.8946	538082.9520
27	6.0000	2.8600	0.8990	562505.6927
28	6.0000	2.9200	0.8977	586940.0861
29	6.0000	2.9400	0.8993	611341.4702
30	6.0000	2.9400	0.9080	635823.5478
31	6.0000	3.0600	0.9070	659730.4239
32	6.0000	3.1400	0.9076	684136.2133
33	6.0000	3.2000	0.8846	707030.2908
34	6.0000	3.2600	0.8832	731437.9988
35	7.0000	3.4600	0.8698	755433.8319
36	7.0000	3.5000	0.8682	779833.3280
37	7.0000	3.6000	0.8501	804726.0387
38	7.0000	3.6600	0.8357	828152.0886
39	7.0000	3.7600	0.8245	852142.1444
40	7.0000	3.8800	0.8102	876245.7647
41	7.0000	3.9400	0.7719	898922.4887
42	7.0000	4.2200	0.7463	922727.2370
43	7.0000	4.2800	0.7531	946761.4589
44	7.0000	4.3000	0.7566	971294.6956
45	7.0000	4.3600	0.7456	995195.8785
46	7.0000	4.4200	0.7006	1019142.4453
47	7.0000	4.5600	0.6745	1044166.8193
48	7.0000	4.7200	0.6806	1067132.2758
49	7.0000	4.7400	0.6706	1091143.5676
50	7.0000	4.9000	0.6817	1114366.8602
51	7.0000	4.9600	0.6592	1137299.0034
52	7.0000	5.0600	0.6367	1161206.1765
53	7.0000	5.1600	0.6368	1183173.4672
54	7.0000	5.2200	0.6362	1206686.6341
55	7.0000	5.3200	0.6110	1229792.4564
56	7.0000	5.3200	0.6054	1254391.7456
57	7.0000	5.4400	0.5790	1276357.3956
58	7.0000	5.4800	0.5628	1298935.0984
59	7.0000	5.4800	0.5629	1320360.4479
Pos: [2172.755675190538, 956.9425833549024, -55.85521059056753, 0.8519303200101827]

Run: 2
Iter	Gbest	AvrFit	Diver	ETime	
0	1.0000	0.0600	1.0000	28478.8880
1	1.0000	0.0600	1.0000	38262.0211
2	2.0000	0.2200	0.9872	51893.5761
3	4.0000	0.3200	0.9828	66403.5742
4	4.0000	0.4000	0.9903	80820.4837
5	4.0000	0.6000	0.9813	97187.2580
6	4.0000	0.6200	0.9844	110117.3139
7	4.0000	0.6400	0.9971	122631.9470
8	4.0000	0.6800	0.9964	135997.3350
