ID: 2020-03-06 17:10:23.919827	Date: 2020-03-06 17:10:23	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	4.7958
1	0.0000	0.0000	1.0000	8.9571
2	0.0000	0.0000	0.9730	13.1469
3	0.0000	0.0000	0.9448	17.4110
4	0.0000	0.0000	0.9296	21.8174
5	0.0000	0.0000	0.9786	26.2415
6	0.0000	0.0000	1.0000	30.4105
7	0.0000	0.0000	0.9757	35.7585
8	0.0000	0.0000	0.9474	39.8731
9	0.0000	0.0000	0.8930	43.9694
10	0.0000	0.0000	0.8534	48.1620
11	0.0000	0.0000	0.8520	52.9585
12	0.0000	0.0000	0.9384	57.5318
13	0.0000	0.0000	0.9312	61.9798
14	0.0000	0.0000	0.9152	66.1068
15	0.0000	0.0000	0.9544	70.1721
16	0.0000	0.0000	0.9956	75.0692
17	0.0000	0.0000	0.9169	79.1669
18	0.0000	0.0000	0.9468	83.2646
19	0.0000	0.0000	0.9001	87.4405
20	0.0000	0.0000	0.9388	92.3028
21	0.0000	0.0000	0.9415	97.2054
22	0.0000	0.0000	0.9323	101.3038
23	0.0000	0.0000	0.9618	105.3786
24	0.0000	0.0000	1.0000	110.4188
25	0.0000	0.0000	0.9485	115.0720
26	0.0000	0.0000	0.9072	119.3640
27	0.0000	0.0000	0.8916	123.7671
28	0.0000	0.0000	0.8853	128.9346
29	0.0000	0.0000	0.9217	133.8367
30	0.0000	0.0000	0.9366	138.6878
31	0.0000	0.0000	0.9396	142.9319
32	0.0000	0.0000	1.0000	147.1808
33	0.0000	0.0000	0.8405	151.2926
34	0.0000	0.0000	0.8549	155.4179
35	0.0000	0.0000	0.8528	159.6324
36	0.0000	0.0000	0.8398	163.7933
37	0.0000	0.0000	0.8262	168.0701
38	0.0000	0.0000	0.8482	172.1470
39	0.0000	0.0000	0.8325	176.2671
40	0.0000	0.0000	0.8159	180.4078
41	0.0000	0.0000	0.8299	184.5331
42	0.0000	0.0000	0.8009	188.6010
43	0.0000	0.0000	0.8364	194.1772
44	0.0000	0.0000	0.8983	198.2620
45	0.0000	0.0000	0.8331	202.3451
46	0.0000	0.0000	0.8403	206.5382
47	0.0000	0.0000	0.8719	210.9511
48	0.0000	0.0000	0.8292	215.8675
49	0.0000	0.0000	0.8353	220.6678
50	0.0000	0.0000	0.8161	224.7789
51	0.0000	0.0000	0.8841	229.0249
52	0.0000	0.0000	0.8745	233.1016
