ID: 2020-03-06 17:10:16.130615	Date: 2020-03-06 17:10:16	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	4.7665
1	0.0000	0.0000	1.0000	9.2833
2	0.0000	0.0000	0.9782	13.6583
3	0.0000	0.0000	0.9800	19.1870
4	0.0000	0.0000	0.8786	24.3104
5	0.0000	0.0000	0.9019	28.6825
6	0.0000	0.0000	1.0000	33.2277
7	0.0000	0.0000	0.9369	38.0313
8	0.0000	0.0000	0.9537	43.3125
9	0.0000	0.0000	0.8077	48.3873
10	0.0000	0.0000	0.8716	52.7825
11	0.0000	0.0000	0.9283	57.3344
12	0.0000	0.0000	0.8399	61.7404
13	0.0000	0.0000	0.8470	66.2498
14	0.0000	0.0000	0.9684	70.6608
15	0.0000	0.0000	0.9053	76.4823
16	0.0000	0.0000	0.8854	81.0571
17	0.0000	0.0000	0.9531	85.4657
18	0.0000	0.0000	0.9132	90.3208
19	0.0000	0.0000	0.9097	95.3321
20	0.0000	0.0000	0.8832	100.6715
21	0.0000	0.0000	0.7720	105.2806
22	0.0000	0.0000	0.8542	109.6990
23	0.0000	0.0000	0.8226	114.2254
24	0.0000	0.0000	0.7622	118.6378
25	0.0000	0.0000	0.7257	123.0347
26	0.0000	0.0000	0.8364	127.4817
27	0.0000	0.0000	0.8861	133.6958
28	0.0000	0.0000	0.9713	138.1731
29	0.0000	0.0000	0.8785	142.5877
30	0.0000	0.0000	0.8458	147.2142
31	0.0000	0.0000	0.8726	152.6718
32	0.0000	0.0000	0.9105	157.8100
33	0.0000	0.0000	0.9286	162.2951
34	0.0000	0.0000	0.9039	166.6737
35	0.0000	0.0000	0.9049	171.0489
36	0.0000	0.0000	1.0000	175.5917
37	0.0000	0.0000	0.9061	180.0265
38	0.0000	0.0000	0.9625	184.4246
39	0.0000	0.0000	0.8789	188.9682
40	0.0000	0.0000	0.8826	193.3725
41	0.0000	0.0000	0.8757	198.2009
42	0.0000	0.0000	0.8022	203.3439
43	0.0000	0.0000	0.8509	207.7885
44	0.0000	0.0000	0.7507	212.2939
45	0.0000	0.0000	0.8455	217.0045
46	0.0000	0.0000	0.7297	222.3120
47	0.0000	0.0000	0.7054	227.2592
48	0.0000	0.0000	0.8685	231.6518
49	0.0000	0.0000	0.9741	237.7126
50	0.0000	0.0000	0.8816	243.3729
51	0.0000	0.0000	0.9681	247.9603
52	0.0000	0.0000	0.9201	252.7606
53	0.0000	0.0000	0.8421	258.0206
54	0.0000	0.0000	0.9179	263.8662
55	0.0000	0.0000	1.0000	269.1538
56	0.0000	0.0000	0.9625	273.5832
57	0.0000	0.0000	0.7799	278.2660
58	0.0000	0.0000	0.6955	282.9378
59	0.0000	0.0000	0.7033	287.3199
Pos: [171, -8, 19.385765249442937, 0.5626836719701271]

Run: 1
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	5.6880
1	0.0000	0.0000	1.0000	10.5813
2	0.0000	0.0000	0.9376	15.1498
3	0.0000	0.0000	0.8946	19.5620
4	0.0000	0.0000	0.9005	24.4901
5	0.0000	0.0000	0.8823	30.8506
6	0.0000	0.0000	0.9549	35.3444
7	0.0000	0.0000	0.9377	40.1556
8	0.0000	0.0000	0.9255	45.2933
9	0.0000	0.0000	0.8956	51.2114
10	0.0000	0.0000	0.9947	56.2656
11	0.0000	0.0000	0.8783	60.7412
12	0.0000	0.0000	0.8213	65.3005
13	0.0000	0.0000	0.9016	71.8486
14	0.0000	0.0000	0.8154	76.3869
15	0.0000	0.0000	0.8008	80.8585
16	0.0000	0.0000	0.8808	85.7999
17	0.0000	0.0000	0.8915	91.4042
18	0.0000	0.0000	0.8449	97.0666
19	0.0000	0.0000	0.7958	101.6324
20	0.0000	0.0000	0.7634	106.0662
21	0.0000	0.0000	0.7985	111.4419
22	0.0000	0.0000	0.8045	115.8819
23	0.0000	0.0000	0.6878	120.2950
24	0.0000	0.0000	0.7120	125.3517
25	0.0000	0.0000	0.5585	130.8975
26	0.0000	0.0000	0.5649	135.5305
27	0.0000	0.0000	0.5072	139.9841
28	0.0000	0.0000	0.5497	147.0153
29	0.0000	0.0000	0.5117	151.4537
30	0.0000	0.0000	0.5443	155.8850
31	0.0000	0.0000	0.6742	160.4311
32	0.0000	0.0000	0.6934	165.7934
33	0.0000	0.0000	0.5791	171.8097
34	0.0000	0.0000	0.5921	176.9240
35	0.0000	0.0000	0.5720	181.4253
36	0.0000	0.0000	0.5030	185.9064
37	0.0000	0.0000	0.4606	190.8658
38	0.0000	0.0000	0.4203	195.3847
39	0.0000	0.0000	0.4949	199.8267
40	0.0000	0.0000	0.5444	204.2348
41	0.0000	0.0000	0.4530	209.5082
42	0.0000	0.0000	0.5043	214.3393
43	0.0000	0.0000	0.5320	218.8935
44	0.0000	0.0000	0.5880	223.3121
45	0.0000	0.0000	0.5680	227.7734
46	0.0000	0.0000	0.5938	232.3179
47	0.0000	0.0000	0.5262	236.7308
48	0.0000	0.0000	0.5337	241.3118
49	0.0000	0.0000	0.5618	245.7294
50	0.0000	0.0000	0.5774	250.1531
51	0.0000	0.0000	0.6013	254.7281
52	0.0000	0.0000	0.6068	259.1636
53	0.0000	0.0000	0.7060	263.5922
54	0.0000	0.0000	0.6635	268.0895
55	0.0000	0.0000	0.7052	272.4977
