ID: 2020-03-06 17:09:24.972570	Date: 2020-03-06 17:09:24	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	2.0000	0.1000	1.0000	31151.5541
1	2.0000	0.1200	1.0000	44738.0714
2	2.0000	0.1400	1.0000	58468.4207
3	2.0000	0.1600	0.9782	70199.0087
4	2.0000	0.1600	0.9741	83532.4786
5	3.0000	0.2600	0.9597	99356.9698
6	4.0000	0.3200	0.9736	112956.6901
7	4.0000	0.3800	1.0000	126138.0556
8	4.0000	0.4200	0.9648	141506.9625
9	4.0000	0.4400	0.9291	156369.5629
10	4.0000	0.5600	0.9408	174399.0865
11	4.0000	0.6800	0.9626	187381.9182
12	4.0000	0.8000	0.9297	201213.7287
13	4.0000	0.9200	0.9035	216553.5944
14	5.0000	1.0800	0.8994	232407.0585
15	5.0000	1.1600	0.9070	249763.0932
16	5.0000	1.2800	0.8900	267170.2642
17	5.0000	1.3400	0.8543	287100.4426
18	5.0000	1.4800	0.8728	309102.9730
19	5.0000	1.6200	0.8670	331634.6653
20	5.0000	1.9400	0.8256	354935.6382
21	5.0000	2.1200	0.8207	377865.3891
22	5.0000	2.1600	0.8230	400727.1652
23	5.0000	2.2400	0.8106	424154.8758
24	5.0000	2.3000	0.8181	447513.5736
25	5.0000	2.4400	0.7969	471761.1437
26	5.0000	2.5000	0.8147	495098.4409
27	5.0000	2.5800	0.8244	519574.9006
28	5.0000	2.7000	0.8298	542449.0705
29	5.0000	2.7600	0.8111	565469.4850
30	5.0000	2.8600	0.8217	590936.3987
31	5.0000	2.9200	0.8191	615845.1843
32	5.0000	3.1000	0.7935	639855.4592
33	5.0000	3.4400	0.7776	663742.5821
34	5.0000	3.5000	0.7648	687200.0320
35	7.0000	3.5800	0.7595	711155.6754
36	7.0000	3.6200	0.7730	734632.0238
37	7.0000	3.6400	0.7573	757712.4445
38	7.0000	3.7000	0.7407	781184.7653
39	7.0000	3.7600	0.7426	802643.0528
40	7.0000	3.8000	0.7506	825584.3458
41	7.0000	3.8200	0.7310	849037.2767
42	7.0000	3.8200	0.7260	872391.7210
43	7.0000	3.9000	0.7272	896936.6770
44	7.0000	3.9200	0.7311	921925.0276
45	7.0000	3.9800	0.7248	945899.7974
46	7.0000	4.0200	0.7082	968403.8057
47	7.0000	4.0200	0.7083	991340.1489
48	7.0000	4.0800	0.7109	1015507.1199
49	7.0000	4.0800	0.7123	1039051.5182
50	7.0000	4.0800	0.7126	1063989.1262
51	7.0000	4.1800	0.7101	1086433.2480
52	7.0000	4.1800	0.7112	1107690.6383
53	7.0000	4.1800	0.7109	1131394.3918
54	7.0000	4.2000	0.7118	1153822.9468
55	7.0000	4.2400	0.7173	1177210.1047
56	7.0000	4.2800	0.7060	1202687.1815
57	7.0000	4.3400	0.7108	1225596.4563
58	7.0000	4.3600	0.7107	1249094.6944
59	7.0000	4.4200	0.7031	1272570.7335
Pos: [2092.11789587131, 943.0933212004954, -58.72617188164496, 0.8349318686462743]

Run: 1
Iter	Gbest	AvrFit	Diver	ETime	
0	3.0000	0.1600	1.0000	29210.9261
1	3.0000	0.2000	0.9856	42317.5304
2	3.0000	0.2200	1.0000	54802.1035
3	3.0000	0.2800	0.9982	68833.9918
4	3.0000	0.2800	0.9911	80859.2353
5	3.0000	0.3600	0.9954	93769.3505
6	3.0000	0.3600	0.9696	103736.5687
7	3.0000	0.4000	0.9651	116032.1457
8	3.0000	0.4800	0.9711	129310.7190
9	3.0000	0.5800	0.9645	142042.7289
10	3.0000	0.6600	0.9903	155416.6992
11	3.0000	0.6800	0.9933	171629.6914
12	3.0000	0.7400	0.9658	188381.2172
13	3.0000	0.8800	0.9647	202488.6012
14	3.0000	1.0000	0.9481	220957.5107
15	3.0000	1.0400	0.9485	236091.8379
16	3.0000	1.0600	0.9650	253716.3811
17	3.0000	1.1800	0.9563	269900.8813
18	4.0000	1.3000	0.9626	288987.3450
19	4.0000	1.3600	0.9214	304641.8130
20	4.0000	1.4600	0.9207	322223.7954
21	4.0000	1.6200	0.9115	343280.4196
22	4.0000	1.6400	0.8916	364923.3181
23	4.0000	1.6600	0.8871	384424.3438
24	4.0000	1.7800	0.8697	402970.5544
25	4.0000	1.9200	0.8381	424463.4395
26	4.0000	2.0600	0.8346	447442.5461
27	4.0000	2.0800	0.8377	469878.4916
28	4.0000	2.1200	0.8509	490800.2312
29	4.0000	2.2600	0.8410	511848.5811
30	4.0000	2.4600	0.8463	536713.8753
31	4.0000	2.6000	0.8461	560269.4697
32	5.0000	2.6800	0.8450	584373.1966
33	5.0000	2.6800	0.8393	607923.1515
34	5.0000	2.7800	0.8500	630875.6702
35	5.0000	2.8400	0.8310	655360.2214
36	6.0000	3.0400	0.8368	680451.1912
37	6.0000	3.0400	0.8300	705162.0817
38	6.0000	3.1400	0.8233	729634.1028
39	6.0000	3.1400	0.8330	753769.0866
40	6.0000	3.2000	0.8494	777807.8737
41	7.0000	3.3600	0.8462	801863.3225
42	7.0000	3.4600	0.8349	826378.9821
43	7.0000	3.5800	0.8449	851350.7912
44	7.0000	3.6000	0.8505	875805.8386
45	7.0000	3.6200	0.8404	901346.8347
46	7.0000	3.6400	0.8393	925451.7789
47	7.0000	3.7200	0.8347	948839.4508
48	7.0000	3.7800	0.8276	974288.8923
49	7.0000	3.8000	0.8248	999302.5069
50	7.0000	3.9400	0.8229	1023411.4714
51	7.0000	3.9800	0.8276	1048486.4364
52	7.0000	4.0400	0.8360	1073530.1027
53	7.0000	4.2200	0.8173	1098638.8471
54	7.0000	4.2200	0.8114	1123589.4480
55	7.0000	4.3000	0.7869	1148654.0771
56	7.0000	4.3600	0.7924	1174203.0234
57	7.0000	4.3600	0.7950	1199823.9801
58	7.0000	4.3800	0.7910	1224786.4652
59	7.0000	4.5000	0.7901	1250275.5799
Pos: [1600.0648677876072, 999.5049448518308, -11.265642298580731, 0.8514846922520206]

Run: 2
Iter	Gbest	AvrFit	Diver	ETime	
0	2.0000	0.1200	1.0000	23740.5303
1	2.0000	0.1400	0.9698	36938.6175
2	2.0000	0.1600	0.9647	45481.2198
3	2.0000	0.2000	0.9477	52195.7252
4	2.0000	0.2600	0.9379	58226.4404
5	2.0000	0.3000	0.9122	65427.0387
6	2.0000	0.3600	0.9157	72192.5614
7	2.0000	0.4200	0.9327	81820.5397
8	2.0000	0.4400	0.8929	91733.4569
9	2.0000	0.5000	0.8925	105131.1481
