ID: 2020-03-06 17:09:24.744604	Date: 2020-03-06 17:09:24	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	5.6803
1	0.0000	0.0000	1.0000	10.8116
2	0.0000	0.0000	1.0000	16.0298
3	0.0000	0.0000	0.9139	21.1732
4	0.0000	0.0000	1.0000	26.3255
5	0.0000	0.0000	0.9775	31.5616
6	0.0000	0.0000	0.9374	36.7436
7	0.0000	0.0000	1.0000	41.8956
8	0.0000	0.0000	1.0000	47.1394
9	0.0000	0.0000	0.9869	52.3670
10	0.0000	0.0000	0.9166	57.5066
11	0.0000	0.0000	0.8235	62.7131
12	0.0000	0.0000	0.7934	67.8685
13	0.0000	0.0000	0.7435	73.0014
14	0.0000	0.0000	0.7586	78.2485
15	0.0000	0.0000	0.6373	83.4918
16	0.0000	0.0000	0.6439	88.7003
17	0.0000	0.0000	0.8117	93.8456
18	0.0000	0.0000	0.8954	99.0427
19	0.0000	0.0000	0.8702	104.1539
20	0.0000	0.0000	0.9694	109.2532
21	0.0000	0.0000	0.9572	114.5027
22	0.0000	0.0000	0.9604	119.7171
23	0.0000	0.0000	0.9056	124.9461
24	0.0000	0.0000	0.9672	130.1060
25	0.0000	0.0000	0.9207	135.4156
26	0.0000	0.0000	0.6997	141.3503
27	0.0000	0.0000	0.7640	146.7276
28	0.0000	0.0000	0.7753	157.4810
29	0.0000	0.0000	0.6663	168.7746
30	0.0000	0.0000	0.6258	175.6203
31	0.0000	0.0000	0.4560	195.2734
32	0.0000	0.0000	0.4424	215.2576
33	0.0000	0.0000	0.4246	229.4395
34	0.0000	0.0000	0.4273	238.4708
35	0.0000	0.0000	0.4453	246.9227
36	0.0000	0.0000	0.4342	256.8753
37	0.0000	0.0000	0.4442	266.6447
38	0.0000	0.0000	0.4327	280.0641
39	0.0000	0.0000	0.3462	290.9615
40	0.0000	0.0000	0.3669	298.7204
41	0.0000	0.0000	0.4310	304.5881
42	0.0000	0.0000	0.4062	310.2264
43	0.0000	0.0000	0.3322	316.2923
44	0.0000	0.0000	0.3377	321.9571
45	0.0000	0.0000	0.2964	328.7771
46	0.0000	0.0000	0.2176	337.6806
47	0.0000	0.0000	0.2600	348.6135
48	0.0000	0.0000	0.2676	358.0480
49	0.0000	0.0000	0.2909	365.9620
50	0.0000	0.0000	0.3449	371.1452
51	0.0000	0.0000	0.2554	376.4870
52	0.0000	0.0000	0.2003	382.4091
53	0.0000	0.0000	0.1906	387.6598
54	0.0000	0.0000	0.2215	392.7867
55	0.0000	0.0000	0.2033	398.3333
56	0.0000	0.0000	0.2055	404.3224
57	0.0000	0.0000	0.1533	410.0349
58	0.0000	0.0000	0.1395	415.2937
59	0.0000	0.0000	0.1171	421.0627
Pos: [119, -38, -60, 0.6398397554876709]

Run: 1
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	6.5441
1	0.0000	0.0000	0.9576	13.9279
2	0.0000	0.0000	1.0000	20.3998
3	0.0000	0.0000	1.0000	25.7676
4	0.0000	0.0000	0.8951	31.7366
5	0.0000	0.0000	0.9613	37.6790
6	0.0000	0.0000	0.9692	44.1985
7	0.0000	0.0000	1.0000	49.8245
8	0.0000	0.0000	0.8977	55.9392
9	0.0000	0.0000	0.9131	62.3300
10	0.0000	0.0000	1.0000	68.5649
11	0.0000	0.0000	0.8971	74.8496
12	0.0000	0.0000	0.9440	80.5151
13	0.0000	0.0000	0.7957	86.8504
14	0.0000	0.0000	0.9930	92.2065
15	0.0000	0.0000	0.8915	97.7914
16	0.0000	0.0000	0.8898	104.4657
17	0.0000	0.0000	0.9704	109.9913
18	0.0000	0.0000	0.9531	116.1540
19	0.0000	0.0000	0.9610	122.4809
20	0.0000	0.0000	0.8430	128.6211
21	0.0000	0.0000	0.9809	134.3448
22	0.0000	0.0000	0.9544	139.5245
23	0.0000	0.0000	0.9513	144.8693
24	0.0000	0.0000	1.0000	151.1817
25	0.0000	0.0000	0.9194	157.1794
26	0.0000	0.0000	0.9101	162.4639
27	0.0000	0.0000	0.9180	168.1252
28	0.0000	0.0000	0.9750	174.3641
29	0.0000	0.0000	0.9207	179.5199
30	0.0000	0.0000	0.9508	184.6604
31	0.0000	0.0000	1.0000	190.4540
32	0.0000	0.0000	0.9981	196.9075
33	0.0000	0.0000	0.9805	202.7106
34	0.0000	0.0000	0.9448	208.3178
35	0.0000	0.0000	0.9816	214.0608
36	0.0000	0.0000	0.9672	220.2930
37	0.0000	0.0000	0.8981	225.4641
38	0.0000	0.0000	0.8779	230.6497
39	0.0000	0.0000	0.8621	236.5265
40	0.0000	0.0000	0.8285	242.3968
41	0.0000	0.0000	0.7882	248.0137
42	0.0000	0.0000	0.7249	253.1660
43	0.0000	0.0000	0.8267	258.3325
44	0.0000	0.0000	0.8864	263.4933
45	0.0000	0.0000	0.8487	268.6472
46	0.0000	0.0000	0.8662	273.8526
47	0.0000	0.0000	0.9146	279.0067
48	0.0000	0.0000	0.9485	284.1921
49	0.0000	0.0000	0.9095	289.3555
50	0.0000	0.0000	0.8004	294.5116
51	0.0000	0.0000	0.8114	299.7525
52	0.0000	0.0000	0.8100	304.8911
53	0.0000	0.0000	0.9343	310.0450
54	0.0000	0.0000	0.8131	315.2337
55	0.0000	0.0000	0.8044	320.3928
56	0.0000	0.0000	0.9776	325.5789
57	0.0000	0.0000	0.8961	330.7037
58	0.0000	0.0000	0.8691	335.8521
59	0.0000	0.0000	0.9331	340.9715
Pos: [119, -38, 43.634034327545386, 1.1031672391896303]

Run: 2
Iter	Gbest	AvrFit	Diver	ETime	
0	0.0000	0.0000	1.0000	5.6045
1	0.0000	0.0000	0.9709	10.7858
2	0.0000	0.0000	1.0000	15.9137
3	0.0000	0.0000	0.9082	21.0721
4	0.0000	0.0000	0.9727	26.2325
5	0.0000	0.0000	0.9008	31.3983
6	0.0000	0.0000	0.8999	36.5901
7	0.0000	0.0000	0.8763	41.7485
8	0.0000	0.0000	0.9452	46.8626
9	0.0000	0.0000	0.9382	51.9893
10	0.0000	0.0000	0.8760	57.1163
11	0.0000	0.0000	0.9523	62.3016
12	0.0000	0.0000	0.8211	67.4298
13	0.0000	0.0000	0.8222	72.5949
14	0.0000	0.0000	0.8554	78.4516
15	0.0000	0.0000	0.8011	86.1886
16	0.0000	0.0000	0.8655	91.9819
17	0.0000	0.0000	0.8360	97.1797
18	0.0000	0.0000	0.7941	102.3421
19	0.0000	0.0000	0.9179	107.4831
20	0.0000	0.0000	0.8850	112.6266
21	0.0000	0.0000	0.8070	118.2389
22	0.0000	0.0000	0.8328	123.6780
23	0.0000	0.0000	0.7840	128.9308
24	0.0000	0.0000	0.8765	134.0590
25	0.0000	0.0000	0.9314	139.7929
26	0.0000	0.0000	0.8292	145.0105
27	0.0000	0.0000	0.7511	150.1665
28	0.0000	0.0000	0.7798	156.2498
29	0.0000	0.0000	0.7789	162.2937
